generator,test_idx,speed,r_leg,l_leg,mse,dtw,fft
raw_mocap,442,1.0313938683476942,0.8017832636833191,0.8062092661857605,0.0152551709504129,0.21962168882299357,0.6608399417319614
cubic_spline,442,1.0313938683476942,0.8017832636833191,0.8062092661857605,0.005480150861506873,0.12520122998093358,0.4222545269903543
cpg_matsuoka,442,1.0313938683476942,0.8017832636833191,0.8062092661857605,0.0730396525211384,0.642161858538833,2.3095330864456023
fft_mlp_review,861,0.5465962883025881,0.8048207759857178,0.8061153292655945,0.03359081681825237,0.38790051579745577,0.6773367992155848
fft_mlp,861,0.5465962883025881,0.8048207759857178,0.8061153292655945,0.008023682869261086,0.0931159024649984,0.18674737596230453
fft_mlp_old,861,0.5465962883025881,0.8048207759857178,0.8061153292655945,0.005020812628796781,0.0762066741079043,0.1370965460923956
raw_mocap,861,0.5465962883025881,0.8048207759857178,0.8061153292655945,0.016750044308402177,0.16431258968036003,0.3186643552103651
cubic_spline,861,0.5465962883025881,0.8048207759857178,0.8061153292655945,0.0923463013269264,0.38596751938775287,0.8242211262425592
cpg_matsuoka,861,0.5465962883025881,0.8048207759857178,0.8061153292655945,0.05371234936404575,0.5500236966242956,2.034932833543483
fft_mlp_review,878,1.4756406583284079,0.8048207759857178,0.8061153292655945,0.02638189452652089,0.33128686328959617,0.6898596387268751
fft_mlp,878,1.4756406583284079,0.8048207759857178,0.8061153292655945,0.0016905393867023132,0.0812414091943583,0.19732754442786374
fft_mlp_old,878,1.4756406583284079,0.8048207759857178,0.8061153292655945,0.0028972453355516174,0.08334195326252554,0.16915437620589105
raw_mocap,878,1.4756406583284079,0.8048207759857178,0.8061153292655945,0.01437540002446036,0.2437818163852053,0.6689556919808554
cubic_spline,878,1.4756406583284079,0.8048207759857178,0.8061153292655945,0.002876377536192088,0.11859512941905628,0.3659371323593297
cpg_matsuoka,878,1.4756406583284079,0.8048207759857178,0.8061153292655945,0.09133388510888198,0.7239812985146388,2.5505606434972523
fft_mlp_review,851,1.7936607809627758,0.8156173229217529,0.8292902112007141,0.05466928496501212,0.41232072396495884,0.7588653097703264
fft_mlp,851,1.7936607809627758,0.8156173229217529,0.8292902112007141,0.026770346651528693,0.13169124801761428,0.3640881278868712
fft_mlp_old,851,1.7936607809627758,0.8156173229217529,0.8292902112007141,0.023856219194074074,0.11351620774682519,0.28637162498889873
raw_mocap,851,1.7936607809627758,0.8156173229217529,0.8292902112007141,0.02400624148126475,0.1542486890271645,0.35280244709585756
cubic_spline,851,1.7936607809627758,0.8156173229217529,0.8292902112007141,0.02896462868567227,0.1427932556610743,0.35969137909264365
cpg_matsuoka,851,1.7936607809627758,0.8156173229217529,0.8292902112007141,0.09789534072196182,0.7520313631156896,2.629003297245719
fft_mlp_review,301,1.2435980912577898,0.855322539806366,0.8289530873298645,0.029614138998950823,0.269087163295577,0.6651773745308565
fft_mlp,301,1.2435980912577898,0.855322539806366,0.8289530873298645,0.013873091832454375,0.09429059459728645,0.24136539722377423
fft_mlp_old,301,1.2435980912577898,0.855322539806366,0.8289530873298645,0.011886046340660228,0.08605145626626624,0.2513160021301428
raw_mocap,301,1.2435980912577898,0.855322539806366,0.8289530873298645,0.015443514735753956,0.12999525683576438,0.40410689234371383
cubic_spline,301,1.2435980912577898,0.855322539806366,0.8289530873298645,0.007167960957996181,0.10823092603596325,0.32063865631698013
